Case_ID,amount,stackType,status,Time,Activity
PP340,36,reefer,incomplete,6/12/2016 16:16,E
PP340,36,reefer,incomplete,6/12/2016 17:24,G
PP340,36,reefer,incomplete,6/12/2016 18:32,H
PP341,31,nonreefer,incomplete,6/12/2016 19:40,A
PP341,31,nonreefer,incomplete,6/12/2016 20:48,C
PP341,31,nonreefer,incomplete,6/12/2016 21:56,D
PP341,31,nonreefer,incomplete,6/12/2016 23:04,E
PP341,31,nonreefer,incomplete,6/13/2016 0:12,G
PP341,31,nonreefer,incomplete,6/13/2016 1:20,H
PP342,2,nonreefer,complete,6/13/2016 2:28,A
PP342,2,nonreefer,complete,6/13/2016 3:36,C
PP342,2,nonreefer,complete,6/13/2016 4:44,D
PP342,2,nonreefer,complete,6/13/2016 5:52,E
PP342,2,nonreefer,complete,6/13/2016 7:00,G
PP342,2,nonreefer,complete,6/13/2016 8:08,H
PP343,4,reefer,incomplete,6/13/2016 9:16,A
PP343,4,reefer,incomplete,6/13/2016 10:24,B
PP343,4,reefer,incomplete,6/13/2016 11:32,D
PP343,4,reefer,incomplete,6/13/2016 12:40,E
PP343,4,reefer,incomplete,6/13/2016 13:48,F
PP343,4,reefer,incomplete,6/13/2016 14:56,H
PP344,15,reefer,incomplete,6/13/2016 16:04,A
PP344,15,reefer,incomplete,6/13/2016 17:12,B
PP344,15,reefer,incomplete,6/13/2016 18:20,D
PP344,15,reefer,incomplete,6/13/2016 19:28,E
PP344,15,reefer,incomplete,6/13/2016 20:36,F
PP344,15,reefer,incomplete,6/13/2016 21:44,H
PP345,37,nonreefer,incomplete,6/13/2016 22:52,A
PP345,37,nonreefer,incomplete,6/14/2016 0:00,C
PP345,37,nonreefer,incomplete,6/14/2016 1:08,D
PP345,37,nonreefer,incomplete,6/14/2016 2:16,E
PP345,37,nonreefer,incomplete,6/14/2016 3:24,G
PP345,37,nonreefer,incomplete,6/14/2016 4:32,H
PP346,6,nonreefer,incomplete,6/14/2016 5:40,A
PP346,6,nonreefer,incomplete,6/14/2016 6:48,B
PP346,6,nonreefer,incomplete,6/14/2016 7:56,D
PP346,6,nonreefer,incomplete,6/14/2016 9:04,E
PP346,6,nonreefer,incomplete,6/14/2016 10:12,F
PP346,6,nonreefer,incomplete,6/14/2016 11:20,H
PP347,26,reefer,complete,6/14/2016 12:28,A
PP347,26,reefer,complete,6/14/2016 13:36,C
PP347,26,reefer,complete,6/14/2016 14:44,D
PP347,26,reefer,complete,6/14/2016 15:52,E
PP347,26,reefer,complete,6/14/2016 17:00,F
PP347,26,reefer,complete,6/14/2016 18:08,H
PP348,6,nonreefer,complete,6/14/2016 19:16,A
PP348,6,nonreefer,complete,6/14/2016 20:24,B
PP348,6,nonreefer,complete,6/14/2016 21:32,D
PP348,6,nonreefer,complete,6/14/2016 22:40,E
PP348,6,nonreefer,complete,6/14/2016 23:48,F
PP348,6,nonreefer,complete,6/15/2016 0:56,H
PP349,5,reefer,incomplete,6/15/2016 2:04,A
PP349,5,reefer,incomplete,6/15/2016 3:12,C
PP349,5,reefer,incomplete,6/15/2016 4:20,D
PP349,5,reefer,incomplete,6/15/2016 5:28,E
PP349,5,reefer,incomplete,6/15/2016 6:36,G
PP349,5,reefer,incomplete,6/15/2016 7:44,H
PP350,38,nonreefer,incomplete,6/15/2016 8:52,A
PP350,38,nonreefer,incomplete,6/15/2016 10:00,C
PP350,38,nonreefer,incomplete,6/15/2016 11:08,D
PP350,38,nonreefer,incomplete,6/15/2016 12:16,E
PP350,38,nonreefer,incomplete,6/15/2016 13:24,G
PP350,38,nonreefer,incomplete,6/15/2016 14:32,H
PP351,2,reefer,incomplete,6/15/2016 15:40,A
PP351,2,reefer,incomplete,6/15/2016 16:48,B
PP351,2,reefer,incomplete,6/15/2016 17:56,D
PP351,2,reefer,incomplete,6/15/2016 19:04,E
PP351,2,reefer,incomplete,6/15/2016 20:12,F
PP351,2,reefer,incomplete,6/15/2016 21:20,H
PP352,39,nonreefer,complete,6/15/2016 22:28,A
PP352,39,nonreefer,complete,6/15/2016 23:36,B
PP352,39,nonreefer,complete,6/16/2016 0:44,D
PP352,39,nonreefer,complete,6/16/2016 1:52,E
PP352,39,nonreefer,complete,6/16/2016 3:00,F
PP352,39,nonreefer,complete,6/16/2016 4:08,H
PP353,17,nonreefer,incomplete,6/16/2016 5:16,A
PP353,17,nonreefer,incomplete,6/16/2016 6:24,C
PP353,17,nonreefer,incomplete,6/16/2016 7:32,D
PP353,17,nonreefer,incomplete,6/16/2016 8:40,E
PP353,17,nonreefer,incomplete,6/16/2016 9:48,G
PP353,17,nonreefer,incomplete,6/16/2016 10:56,H
PP354,12,nonreefer,complete,6/16/2016 12:04,A
PP354,12,nonreefer,complete,6/16/2016 13:12,C
PP354,12,nonreefer,complete,6/16/2016 14:20,D
PP354,12,nonreefer,complete,6/16/2016 15:28,E
PP354,12,nonreefer,complete,6/16/2016 16:36,G
PP354,12,nonreefer,complete,6/16/2016 17:44,H
PP355,19,reefer,incomplete,6/16/2016 18:52,A
PP355,19,reefer,incomplete,6/16/2016 20:00,C
PP355,19,reefer,incomplete,6/16/2016 21:08,D
PP355,19,reefer,incomplete,6/16/2016 22:16,E
PP355,19,reefer,incomplete,6/16/2016 23:24,G
PP355,19,reefer,incomplete,6/17/2016 0:32,H
PP356,6,nonreefer,incomplete,6/17/2016 1:40,A
PP356,6,nonreefer,incomplete,6/17/2016 2:48,B
PP356,6,nonreefer,incomplete,6/17/2016 3:56,D
PP356,6,nonreefer,incomplete,6/17/2016 5:04,E
PP356,6,nonreefer,incomplete,6/17/2016 6:12,F
PP356,6,nonreefer,incomplete,6/17/2016 7:20,H
PP357,4,nonreefer,incomplete,6/17/2016 8:28,A
PP357,4,nonreefer,incomplete,6/17/2016 9:36,B
PP357,4,nonreefer,incomplete,6/17/2016 10:44,D
PP357,4,nonreefer,incomplete,6/17/2016 11:52,E
PP357,4,nonreefer,incomplete,6/17/2016 13:00,G
PP357,4,nonreefer,incomplete,6/17/2016 14:08,H
PP358,29,reefer,complete,6/17/2016 15:16,A
PP358,29,reefer,complete,6/17/2016 16:24,C
PP358,29,reefer,complete,6/17/2016 17:32,D
PP358,29,reefer,complete,6/17/2016 18:40,E
PP358,29,reefer,complete,6/17/2016 19:48,F
PP358,29,reefer,complete,6/17/2016 20:56,H
PP359,30,reefer,complete,6/17/2016 22:04,A
PP359,30,reefer,complete,6/17/2016 23:12,B
PP359,30,reefer,complete,6/18/2016 0:20,D
PP359,30,reefer,complete,6/18/2016 1:28,E
PP359,30,reefer,complete,6/18/2016 2:36,F
PP359,30,reefer,complete,6/18/2016 3:44,H
PP360,34,reefer,incomplete,6/18/2016 4:52,A
PP360,34,reefer,incomplete,6/18/2016 6:00,C
PP360,34,reefer,incomplete,6/18/2016 7:08,D
PP360,34,reefer,incomplete,6/18/2016 8:16,E
PP360,34,reefer,incomplete,6/18/2016 9:24,G
PP360,34,reefer,incomplete,6/18/2016 10:32,H
PP361,8,nonreefer,incomplete,6/18/2016 11:40,A
PP361,8,nonreefer,incomplete,6/18/2016 12:48,B
PP361,8,nonreefer,incomplete,6/18/2016 13:56,D
PP361,8,nonreefer,incomplete,6/18/2016 15:04,E
PP361,8,nonreefer,incomplete,6/18/2016 16:12,F
PP361,8,nonreefer,incomplete,6/18/2016 17:20,H
PP362,18,reefer,incomplete,6/18/2016 18:28,A
PP362,18,reefer,incomplete,6/18/2016 19:36,C
PP362,18,reefer,incomplete,6/18/2016 20:44,D
PP362,18,reefer,incomplete,6/18/2016 21:52,E
PP362,18,reefer,incomplete,6/18/2016 23:00,G
PP362,18,reefer,incomplete,6/19/2016 0:08,H
PP363,8,nonreefer,complete,6/19/2016 1:16,A
PP363,8,nonreefer,complete,6/19/2016 2:24,C
PP363,8,nonreefer,complete,6/19/2016 3:32,D
PP363,8,nonreefer,complete,6/19/2016 4:40,E
PP363,8,nonreefer,complete,6/19/2016 5:48,G
PP363,8,nonreefer,complete,6/19/2016 6:56,H
PP364,5,reefer,complete,6/19/2016 8:04,A
PP364,5,reefer,complete,6/19/2016 9:12,C
PP364,5,reefer,complete,6/19/2016 10:20,D
PP364,5,reefer,complete,6/19/2016 11:28,E
PP364,5,reefer,complete,6/19/2016 12:36,G
PP364,5,reefer,complete,6/19/2016 13:44,H
PP365,11,nonreefer,incomplete,6/19/2016 14:52,A
PP365,11,nonreefer,incomplete,6/19/2016 16:00,C
PP365,11,nonreefer,incomplete,6/19/2016 17:08,D
PP365,11,nonreefer,incomplete,6/19/2016 18:16,E
PP365,11,nonreefer,incomplete,6/19/2016 19:24,G
PP365,11,nonreefer,incomplete,6/19/2016 20:32,H
PP366,5,reefer,incomplete,6/19/2016 21:40,A
PP366,5,reefer,incomplete,6/19/2016 22:48,B
PP366,5,reefer,incomplete,6/19/2016 23:56,D
PP366,5,reefer,incomplete,6/20/2016 1:04,E
PP366,5,reefer,incomplete,6/20/2016 2:12,F
PP366,5,reefer,incomplete,6/20/2016 3:20,H
PP367,5,reefer,incomplete,6/20/2016 4:28,A
PP367,5,reefer,incomplete,6/20/2016 5:36,B
PP367,5,reefer,incomplete,6/20/2016 6:44,D
PP367,5,reefer,incomplete,6/20/2016 7:52,E
PP367,5,reefer,incomplete,6/20/2016 9:00,F
PP367,5,reefer,incomplete,6/20/2016 10:08,H
PP368,28,reefer,incomplete,6/20/2016 11:16,A
PP368,28,reefer,incomplete,6/20/2016 12:24,C
PP368,28,reefer,incomplete,6/20/2016 13:32,D
PP368,28,reefer,incomplete,6/20/2016 14:40,E
PP368,28,reefer,incomplete,6/20/2016 15:48,G
PP368,28,reefer,incomplete,6/20/2016 16:56,H
PP369,33,reefer,incomplete,6/20/2016 18:04,A
PP369,33,reefer,incomplete,6/20/2016 19:12,C
PP369,33,reefer,incomplete,6/20/2016 20:20,D
PP369,33,reefer,incomplete,6/20/2016 21:28,E
PP369,33,reefer,incomplete,6/20/2016 22:36,G
PP369,33,reefer,incomplete,6/20/2016 23:44,H
PP370,4,nonreefer,incomplete,6/21/2016 0:52,A
PP370,4,nonreefer,incomplete,6/21/2016 2:00,B
PP370,4,nonreefer,incomplete,6/21/2016 3:08,D
PP370,4,nonreefer,incomplete,6/21/2016 4:16,E
PP370,4,nonreefer,incomplete,6/21/2016 5:24,F
PP370,4,nonreefer,incomplete,6/21/2016 6:32,H
PP371,23,nonreefer,incomplete,6/21/2016 7:40,A
PP371,23,nonreefer,incomplete,6/21/2016 8:48,C
PP371,23,nonreefer,incomplete,6/21/2016 9:56,D
PP371,23,nonreefer,incomplete,6/21/2016 11:04,E
PP371,23,nonreefer,incomplete,6/21/2016 12:12,G
PP371,23,nonreefer,incomplete,6/21/2016 13:20,H
PP372,15,reefer,incomplete,6/21/2016 14:28,A
PP372,15,reefer,incomplete,6/21/2016 15:36,C
PP372,15,reefer,incomplete,6/21/2016 16:44,D
PP372,15,reefer,incomplete,6/21/2016 17:52,E
PP372,15,reefer,incomplete,6/21/2016 19:00,G
PP372,15,reefer,incomplete,6/21/2016 20:08,H
PP373,26,reefer,incomplete,6/21/2016 21:16,A
PP373,26,reefer,incomplete,6/21/2016 22:24,C
PP373,26,reefer,incomplete,6/21/2016 23:32,D
PP373,26,reefer,incomplete,6/22/2016 0:40,E
PP373,26,reefer,incomplete,6/22/2016 1:48,G
PP373,26,reefer,incomplete,6/22/2016 2:56,H
PP374,3,nonreefer,complete,6/22/2016 4:04,A
PP374,3,nonreefer,complete,6/22/2016 5:12,C
PP374,3,nonreefer,complete,6/22/2016 6:20,D
PP374,3,nonreefer,complete,6/22/2016 7:28,E
PP374,3,nonreefer,complete,6/22/2016 8:36,G
PP374,3,nonreefer,complete,6/22/2016 9:44,H
PP375,5,nonreefer,complete,6/22/2016 10:52,A
PP375,5,nonreefer,complete,6/22/2016 12:00,C
PP375,5,nonreefer,complete,6/22/2016 13:08,D
PP375,5,nonreefer,complete,6/22/2016 14:16,E
PP375,5,nonreefer,complete,6/22/2016 15:24,G
PP375,5,nonreefer,complete,6/22/2016 16:32,H
PP376,30,reefer,incomplete,6/22/2016 17:40,A
PP376,30,reefer,incomplete,6/22/2016 18:48,C
PP376,30,reefer,incomplete,6/22/2016 19:56,D
PP376,30,reefer,incomplete,6/22/2016 21:04,E
PP376,30,reefer,incomplete,6/22/2016 22:12,G
PP376,30,reefer,incomplete,6/22/2016 23:20,H
PP377,34,nonreefer,complete,6/23/2016 0:28,A
PP377,34,nonreefer,complete,6/23/2016 1:36,C
PP377,34,nonreefer,complete,6/23/2016 2:44,D
PP377,34,nonreefer,complete,6/23/2016 3:52,E
PP377,34,nonreefer,complete,6/23/2016 5:00,F
PP377,34,nonreefer,complete,6/23/2016 6:08,H
PP378,40,nonreefer,complete,6/23/2016 7:16,A
PP378,40,nonreefer,complete,6/23/2016 8:24,C
PP378,40,nonreefer,complete,6/23/2016 9:32,D
PP378,40,nonreefer,complete,6/23/2016 10:40,E
PP378,40,nonreefer,complete,6/23/2016 11:48,F
PP378,40,nonreefer,complete,6/23/2016 12:56,H
PP379,20,nonreefer,complete,6/23/2016 14:04,A
PP379,20,nonreefer,complete,6/23/2016 15:12,B
PP379,20,nonreefer,complete,6/23/2016 16:20,D
PP379,20,nonreefer,complete,6/23/2016 17:28,E
PP379,20,nonreefer,complete,6/23/2016 18:36,F
PP379,20,nonreefer,complete,6/23/2016 19:44,H
PP380,8,reefer,complete,6/23/2016 20:52,A
PP380,8,reefer,complete,6/23/2016 22:00,C
PP380,8,reefer,complete,6/23/2016 23:08,D
PP380,8,reefer,complete,6/24/2016 0:16,E
PP380,8,reefer,complete,6/24/2016 1:24,G
PP380,8,reefer,complete,6/24/2016 2:32,H
PP381,12,nonreefer,complete,6/24/2016 3:40,A
PP381,12,nonreefer,complete,6/24/2016 4:48,B
PP381,12,nonreefer,complete,6/24/2016 5:56,D
PP381,12,nonreefer,complete,6/24/2016 7:04,E
PP381,12,nonreefer,complete,6/24/2016 8:12,F
PP381,12,nonreefer,complete,6/24/2016 9:20,H
PP382,2,nonreefer,incomplete,6/24/2016 10:28,A
PP382,2,nonreefer,incomplete,6/24/2016 11:36,B
PP382,2,nonreefer,incomplete,6/24/2016 12:44,D
PP382,2,nonreefer,incomplete,6/24/2016 13:52,E
PP382,2,nonreefer,incomplete,6/24/2016 15:00,F
PP382,2,nonreefer,incomplete,6/24/2016 16:08,H
PP383,8,nonreefer,incomplete,6/24/2016 17:16,A
PP383,8,nonreefer,incomplete,6/24/2016 18:24,B
PP383,8,nonreefer,incomplete,6/24/2016 19:32,D
PP383,8,nonreefer,incomplete,6/24/2016 20:40,E
PP383,8,nonreefer,incomplete,6/24/2016 21:48,F
PP383,8,nonreefer,incomplete,6/24/2016 22:56,H
PP384,4,nonreefer,incomplete,6/25/2016 0:04,A
PP384,4,nonreefer,incomplete,6/25/2016 1:12,B
PP384,4,nonreefer,incomplete,6/25/2016 2:20,D
PP384,4,nonreefer,incomplete,6/25/2016 3:28,E
PP384,4,nonreefer,incomplete,6/25/2016 4:36,F
PP384,4,nonreefer,incomplete,6/25/2016 5:44,H
PP385,37,reefer,incomplete,6/25/2016 6:52,A
PP385,37,reefer,incomplete,6/25/2016 8:00,C
PP385,37,reefer,incomplete,6/25/2016 9:08,D
PP385,37,reefer,incomplete,6/25/2016 10:16,E
PP385,37,reefer,incomplete,6/25/2016 11:24,G
PP385,37,reefer,incomplete,6/25/2016 12:32,H
PP386,2,nonreefer,complete,6/25/2016 13:40,A
PP386,2,nonreefer,complete,6/25/2016 14:48,C
PP386,2,nonreefer,complete,6/25/2016 15:56,D
PP386,2,nonreefer,complete,6/25/2016 17:04,E
PP386,2,nonreefer,complete,6/25/2016 18:12,G
PP386,2,nonreefer,complete,6/25/2016 19:20,H
PP387,12,nonreefer,complete,6/25/2016 20:28,A
PP387,12,nonreefer,complete,6/25/2016 21:36,B
PP387,12,nonreefer,complete,6/25/2016 22:44,D
PP387,12,nonreefer,complete,6/25/2016 23:52,E
PP387,12,nonreefer,complete,6/26/2016 1:00,F
PP387,12,nonreefer,complete,6/26/2016 2:08,H
PP388,11,nonreefer,complete,6/26/2016 3:16,A
PP388,11,nonreefer,complete,6/26/2016 4:24,B
PP388,11,nonreefer,complete,6/26/2016 5:32,D
PP388,11,nonreefer,complete,6/26/2016 6:40,E
PP388,11,nonreefer,complete,6/26/2016 7:48,G
PP388,11,nonreefer,complete,6/26/2016 8:56,H
PP389,8,reefer,incomplete,6/26/2016 10:04,A
PP389,8,reefer,incomplete,6/26/2016 11:12,B
PP389,8,reefer,incomplete,6/26/2016 12:20,D
PP389,8,reefer,incomplete,6/26/2016 13:28,E
PP389,8,reefer,incomplete,6/26/2016 14:36,F
PP389,8,reefer,incomplete,6/26/2016 15:44,H
PP390,5,nonreefer,complete,6/26/2016 16:52,A
PP390,5,nonreefer,complete,6/26/2016 18:00,C
PP390,5,nonreefer,complete,6/26/2016 19:08,D
PP390,5,nonreefer,complete,6/26/2016 20:16,E
PP390,5,nonreefer,complete,6/26/2016 21:24,G
PP390,5,nonreefer,complete,6/26/2016 22:32,H
PP391,20,reefer,incomplete,6/26/2016 23:40,A
PP391,20,reefer,incomplete,6/27/2016 0:48,B
PP391,20,reefer,incomplete,6/27/2016 1:56,D
PP391,20,reefer,incomplete,6/27/2016 3:04,E
PP391,20,reefer,incomplete,6/27/2016 4:12,F
PP391,20,reefer,incomplete,6/27/2016 5:20,H
PP392,8,reefer,incomplete,6/27/2016 6:28,A
PP392,8,reefer,incomplete,6/27/2016 7:36,C
PP392,8,reefer,incomplete,6/27/2016 8:44,D
PP392,8,reefer,incomplete,6/27/2016 9:52,E
PP392,8,reefer,incomplete,6/27/2016 11:00,G
PP392,8,reefer,incomplete,6/27/2016 12:08,H
PP393,14,reefer,incomplete,6/27/2016 13:16,A
PP393,14,reefer,incomplete,6/27/2016 14:24,C
PP393,14,reefer,incomplete,6/27/2016 15:32,D
PP393,14,reefer,incomplete,6/27/2016 16:40,E
PP393,14,reefer,incomplete,6/27/2016 17:48,G
PP393,14,reefer,incomplete,6/27/2016 18:56,H
PP394,4,reefer,complete,6/27/2016 20:04,A
PP394,4,reefer,complete,6/27/2016 21:12,C
PP394,4,reefer,complete,6/27/2016 22:20,D
PP394,4,reefer,complete,6/27/2016 23:28,E
PP394,4,reefer,complete,6/28/2016 0:36,G
PP394,4,reefer,complete,6/28/2016 1:44,H
PP395,8,reefer,incomplete,6/28/2016 2:52,A
PP395,8,reefer,incomplete,6/28/2016 4:00,C
PP395,8,reefer,incomplete,6/28/2016 5:08,D
PP395,8,reefer,incomplete,6/28/2016 6:16,E
PP395,8,reefer,incomplete,6/28/2016 7:24,G
PP395,8,reefer,incomplete,6/28/2016 8:32,H
PP396,28,reefer,complete,6/28/2016 9:40,A
PP396,28,reefer,complete,6/28/2016 10:48,C
PP396,28,reefer,complete,6/28/2016 11:56,D
PP396,28,reefer,complete,6/28/2016 13:04,E
PP396,28,reefer,complete,6/28/2016 14:12,G
PP396,28,reefer,complete,6/28/2016 15:20,H
PP397,3,reefer,incomplete,6/28/2016 16:28,A
PP397,3,reefer,incomplete,6/28/2016 17:36,B
PP397,3,reefer,incomplete,6/28/2016 18:44,D
PP397,3,reefer,incomplete,6/28/2016 19:52,E
PP397,3,reefer,incomplete,6/28/2016 21:00,F
PP397,3,reefer,incomplete,6/28/2016 22:08,H
PP398,7,nonreefer,incomplete,6/28/2016 23:16,A
PP398,7,nonreefer,incomplete,6/29/2016 0:24,B
PP398,7,nonreefer,incomplete,6/29/2016 1:32,D
PP398,7,nonreefer,incomplete,6/29/2016 2:40,E
PP398,7,nonreefer,incomplete,6/29/2016 3:48,F
PP398,7,nonreefer,incomplete,6/29/2016 4:56,H
PP399,6,nonreefer,complete,6/29/2016 6:04,A
PP399,6,nonreefer,complete,6/29/2016 7:12,B
PP399,6,nonreefer,complete,6/29/2016 8:20,D
PP399,6,nonreefer,complete,6/29/2016 9:28,E
PP399,6,nonreefer,complete,6/29/2016 10:36,G
PP399,6,nonreefer,complete,6/29/2016 11:44,H
PP400,4,reefer,incomplete,6/29/2016 12:52,A
PP400,4,reefer,incomplete,6/29/2016 14:00,B
PP400,4,reefer,incomplete,6/29/2016 15:08,D
PP400,4,reefer,incomplete,6/29/2016 16:16,E
PP400,4,reefer,incomplete,6/29/2016 17:24,F
PP400,4,reefer,incomplete,6/29/2016 18:32,H
PP401,14,reefer,incomplete,6/29/2016 19:40,A
PP401,14,reefer,incomplete,6/29/2016 20:48,C
PP401,14,reefer,incomplete,6/29/2016 21:56,D
PP401,14,reefer,incomplete,6/29/2016 23:04,E
PP401,14,reefer,incomplete,6/30/2016 0:12,G
PP401,14,reefer,incomplete,6/30/2016 1:20,H
PP402,5,nonreefer,incomplete,6/30/2016 2:28,A
PP402,5,nonreefer,incomplete,6/30/2016 3:36,B
PP402,5,nonreefer,incomplete,6/30/2016 4:44,D
PP402,5,nonreefer,incomplete,6/30/2016 5:52,E
PP402,5,nonreefer,incomplete,6/30/2016 7:00,F
PP402,5,nonreefer,incomplete,6/30/2016 8:08,H
PP403,2,reefer,complete,6/30/2016 9:16,A
PP403,2,reefer,complete,6/30/2016 10:24,C
PP403,2,reefer,complete,6/30/2016 11:32,D
PP403,2,reefer,complete,6/30/2016 12:40,E
PP403,2,reefer,complete,6/30/2016 13:48,G
PP403,2,reefer,complete,6/30/2016 14:56,H
PP404,17,reefer,incomplete,6/30/2016 16:04,A
PP404,17,reefer,incomplete,6/30/2016 17:12,C
PP404,17,reefer,incomplete,6/30/2016 18:20,D
PP404,17,reefer,incomplete,6/30/2016 19:28,E
PP404,17,reefer,incomplete,6/30/2016 20:36,G
PP404,17,reefer,incomplete,6/30/2016 21:44,H
PP405,2,reefer,incomplete,6/30/2016 22:52,A
PP405,2,reefer,incomplete,7/1/2016 0:00,B
PP405,2,reefer,incomplete,7/1/2016 1:08,D
PP405,2,reefer,incomplete,7/1/2016 2:16,E
PP405,2,reefer,incomplete,7/1/2016 3:24,F
PP405,2,reefer,incomplete,7/1/2016 4:32,H
PP406,21,reefer,incomplete,7/1/2016 5:40,A
PP406,21,reefer,incomplete,7/1/2016 6:48,B
PP406,21,reefer,incomplete,7/1/2016 7:56,D
PP406,21,reefer,incomplete,7/1/2016 9:04,E
PP406,21,reefer,incomplete,7/1/2016 10:12,F
PP406,21,reefer,incomplete,7/1/2016 11:20,H
PP407,3,reefer,incomplete,7/1/2016 12:28,A
PP407,3,reefer,incomplete,7/1/2016 13:36,C
PP407,3,reefer,incomplete,7/1/2016 14:44,D
PP407,3,reefer,incomplete,7/1/2016 15:52,E
PP407,3,reefer,incomplete,7/1/2016 17:00,G
PP407,3,reefer,incomplete,7/1/2016 18:08,H
PP408,34,nonreefer,incomplete,7/1/2016 19:16,A
PP408,34,nonreefer,incomplete,7/1/2016 20:24,B
PP408,34,nonreefer,incomplete,7/1/2016 21:32,D
PP408,34,nonreefer,incomplete,7/1/2016 22:40,E
PP408,34,nonreefer,incomplete,7/1/2016 23:48,G
PP408,34,nonreefer,incomplete,7/2/2016 0:56,H
PP409,6,reefer,complete,7/2/2016 2:04,A
PP409,6,reefer,complete,7/2/2016 3:12,C
PP409,6,reefer,complete,7/2/2016 4:20,D
PP409,6,reefer,complete,7/2/2016 5:28,E
PP409,6,reefer,complete,7/2/2016 6:36,G
PP409,6,reefer,complete,7/2/2016 7:44,H
PP410,5,nonreefer,complete,7/2/2016 8:52,A
PP410,5,nonreefer,complete,7/2/2016 10:00,C
PP410,5,nonreefer,complete,7/2/2016 11:08,D
PP410,5,nonreefer,complete,7/2/2016 12:16,E
PP410,5,nonreefer,complete,7/2/2016 13:24,G
PP410,5,nonreefer,complete,7/2/2016 14:32,H
PP411,4,nonreefer,complete,7/2/2016 15:40,A
PP411,4,nonreefer,complete,7/2/2016 16:48,C
PP411,4,nonreefer,complete,7/2/2016 17:56,D
PP411,4,nonreefer,complete,7/2/2016 19:04,E
PP411,4,nonreefer,complete,7/2/2016 20:12,G
PP411,4,nonreefer,complete,7/2/2016 21:20,H
PP412,17,reefer,incomplete,7/2/2016 22:28,A
PP412,17,reefer,incomplete,7/2/2016 23:36,C
PP412,17,reefer,incomplete,7/3/2016 0:44,D
PP412,17,reefer,incomplete,7/3/2016 1:52,E
PP412,17,reefer,incomplete,7/3/2016 3:00,G
PP412,17,reefer,incomplete,7/3/2016 4:08,H
PP413,6,nonreefer,complete,7/3/2016 5:16,A
PP413,6,nonreefer,complete,7/3/2016 6:24,C
PP413,6,nonreefer,complete,7/3/2016 7:32,D
PP413,6,nonreefer,complete,7/3/2016 8:40,E
PP413,6,nonreefer,complete,7/3/2016 9:48,G
PP413,6,nonreefer,complete,7/3/2016 10:56,H
PP414,21,reefer,incomplete,7/3/2016 12:04,A
PP414,21,reefer,incomplete,7/3/2016 13:12,C
PP414,21,reefer,incomplete,7/3/2016 14:20,D
PP414,21,reefer,incomplete,7/3/2016 15:28,E
PP414,21,reefer,incomplete,7/3/2016 16:36,G
PP414,21,reefer,incomplete,7/3/2016 17:44,H
PP415,25,reefer,complete,7/3/2016 18:52,A
PP415,25,reefer,complete,7/3/2016 20:00,B
PP415,25,reefer,complete,7/3/2016 21:08,D
PP415,25,reefer,complete,7/3/2016 22:16,E
PP415,25,reefer,complete,7/3/2016 23:24,F
PP415,25,reefer,complete,7/4/2016 0:32,H
PP416,3,reefer,complete,7/4/2016 1:40,A
PP416,3,reefer,complete,7/4/2016 2:48,B
PP416,3,reefer,complete,7/4/2016 3:56,D
PP416,3,reefer,complete,7/4/2016 5:04,E
PP416,3,reefer,complete,7/4/2016 6:12,F
PP416,3,reefer,complete,7/4/2016 7:20,H
PP417,7,nonreefer,incomplete,7/4/2016 8:28,A
PP417,7,nonreefer,incomplete,7/4/2016 9:36,C
PP417,7,nonreefer,incomplete,7/4/2016 10:44,D
PP417,7,nonreefer,incomplete,7/4/2016 11:52,E
PP417,7,nonreefer,incomplete,7/4/2016 13:00,G
PP417,7,nonreefer,incomplete,7/4/2016 14:08,H
PP418,14,reefer,incomplete,7/4/2016 15:16,A
PP418,14,reefer,incomplete,7/4/2016 16:24,C
PP418,14,reefer,incomplete,7/4/2016 17:32,D
PP418,14,reefer,incomplete,7/4/2016 18:40,E
PP418,14,reefer,incomplete,7/4/2016 19:48,G
PP418,14,reefer,incomplete,7/4/2016 20:56,H
PP419,5,nonreefer,incomplete,7/4/2016 22:04,A
PP419,5,nonreefer,incomplete,7/4/2016 23:12,B
PP419,5,nonreefer,incomplete,7/5/2016 0:20,D
PP419,5,nonreefer,incomplete,7/5/2016 1:28,E
PP419,5,nonreefer,incomplete,7/5/2016 2:36,F
PP419,5,nonreefer,incomplete,7/5/2016 3:44,H
PP420,6,nonreefer,incomplete,7/5/2016 4:52,A
PP420,6,nonreefer,incomplete,7/5/2016 6:00,B
PP420,6,nonreefer,incomplete,7/5/2016 7:08,D
PP420,6,nonreefer,incomplete,7/5/2016 8:16,E
PP420,6,nonreefer,incomplete,7/5/2016 9:24,F
PP420,6,nonreefer,incomplete,7/5/2016 10:32,H
PP421,5,nonreefer,complete,7/5/2016 11:40,A
PP421,5,nonreefer,complete,7/5/2016 12:48,C
PP421,5,nonreefer,complete,7/5/2016 13:56,D
PP421,5,nonreefer,complete,7/5/2016 15:04,E
PP421,5,nonreefer,complete,7/5/2016 16:12,G
PP421,5,nonreefer,complete,7/5/2016 17:20,H
PP422,7,reefer,incomplete,7/5/2016 18:28,A
PP422,7,reefer,incomplete,7/5/2016 19:36,C
PP422,7,reefer,incomplete,7/5/2016 20:44,D
PP422,7,reefer,incomplete,7/5/2016 21:52,E
PP422,7,reefer,incomplete,7/5/2016 23:00,G
PP422,7,reefer,incomplete,7/6/2016 0:08,H
